DATE,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2022-09-05 00:00:00,84639,84314,1902,105485
2022-09-05 06:00:00,0,0,0,0
2022-09-05 12:00:00,0,0,0,0
2022-09-05 18:00:00,0,0,0,0
2022-09-06 00:00:00,91180,90406,1959,110259
2022-09-06 06:00:00,0,0,0,0
2022-09-06 12:00:00,0,0,0,0
2022-09-06 18:00:00,0,0,0,0
2022-09-07 00:00:00,88785,89032,1946,108601
2022-09-07 06:00:00,0,0,0,0
2022-09-07 12:00:00,0,0,0,0
2022-09-07 18:00:00,0,0,0,0
2022-09-08 00:00:00,80449,81007,1847,104204
2022-09-08 06:00:00,0,0,0,0
2022-09-08 12:00:00,0,0,0,0
2022-09-08 18:00:00,0,0,0,0
2022-09-09 00:00:00,81099,80675,1905,101944
2022-09-09 06:00:00,0,0,0,0
2022-09-09 12:00:00,0,0,0,0
2022-09-09 18:00:00,0,0,0,0
2022-09-10 00:00:00,72796,73415,1864,94008
2022-09-10 06:00:00,0,0,0,0
2022-09-10 12:00:00,0,0,0,0
2022-09-10 18:00:00,0,0,0,0
2022-09-11 00:00:00,67092,66832,1794,89697
2022-09-11 06:00:00,0,0,0,0
2022-09-11 12:00:00,0,0,0,0
2022-09-11 18:00:00,0,0,0,0
2022-09-12 00:00:00,82625,82333,1916,103167
2022-09-12 06:00:00,0,0,0,0
2022-09-12 12:00:00,0,0,0,0
2022-09-12 18:00:00,0,0,0,0
2022-09-13 00:00:00,86961,86031,1979,104881
2022-09-13 06:00:00,0,0,0,0
2022-09-13 12:00:00,0,0,0,0
2022-09-13 18:00:00,0,0,0,0
2022-09-14 00:00:00,88192,88565,1909,110109
2022-09-14 06:00:00,0,0,0,0
2022-09-14 12:00:00,0,0,0,0
2022-09-14 18:00:00,0,0,0,0
2022-09-15 00:00:00,76505,77392,1806,102086
2022-09-15 06:00:00,0,0,0,0
2022-09-15 12:00:00,0,0,0,0
2022-09-15 18:00:00,0,0,0,0
2022-09-16 00:00:00,80010,79874,1844,103598
2022-09-16 06:00:00,0,0,0,0
2022-09-16 12:00:00,0,0,0,0
2022-09-16 18:00:00,0,0,0,0
2022-09-17 00:00:00,74999,74705,1943,91981
2022-09-17 06:00:00,0,0,0,0
2022-09-17 12:00:00,0,0,0,0
2022-09-17 18:00:00,0,0,0,0
2022-09-18 00:00:00,71936,71634,1959,88144
2022-09-18 06:00:00,0,0,0,0
2022-09-18 12:00:00,0,0,0,0
2022-09-18 18:00:00,0,0,0,0
2022-09-19 00:00:00,80794,80697,1943,99205
2022-09-19 06:00:00,0,0,0,0
2022-09-19 12:00:00,0,0,0,0
2022-09-19 18:00:00,0,0,0,0
2022-09-20 00:00:00,79990,81440,1857,102957
2022-09-20 06:00:00,0,0,0,0
2022-09-20 12:00:00,0,0,0,0
2022-09-20 18:00:00,0,0,0,0
2022-09-21 00:00:00,70751,70900,1853,91461
2022-09-21 06:00:00,0,0,0,0
2022-09-21 12:00:00,0,0,0,0
2022-09-21 18:00:00,0,0,0,0
2022-09-22 00:00:00,70282,69952,1818,92638
2022-09-22 06:00:00,0,0,0,0
2022-09-22 12:00:00,0,0,0,0
2022-09-22 18:00:00,0,0,0,0
2022-09-23 00:00:00,67463,67682,1878,86176
2022-09-23 06:00:00,0,0,0,0
2022-09-23 12:00:00,0,0,0,0
2022-09-23 18:00:00,0,0,0,0
2022-09-24 00:00:00,68881,68979,1882,87840
2022-09-24 06:00:00,0,0,0,0
2022-09-24 12:00:00,0,0,0,0
2022-09-24 18:00:00,0,0,0,0
2022-09-25 00:00:00,64106,64429,1752,87580
2022-09-25 06:00:00,0,0,0,0
2022-09-25 12:00:00,0,0,0,0
2022-09-25 18:00:00,0,0,0,0
2022-09-26 00:00:00,75883,75556,1915,94811
2022-09-26 06:00:00,0,0,0,0
2022-09-26 12:00:00,0,0,0,0
2022-09-26 18:00:00,0,0,0,0
2022-09-27 00:00:00,77286,77387,1941,95404
2022-09-27 06:00:00,0,0,0,0
2022-09-27 12:00:00,0,0,0,0
2022-09-27 18:00:00,0,0,0,0
2022-09-28 00:00:00,74626,74590,1889,94534
2022-09-28 06:00:00,0,0,0,0
2022-09-28 12:00:00,0,0,0,0
2022-09-28 18:00:00,0,0,0,0
2022-09-29 00:00:00,73314,73370,1893,93056
2022-09-29 06:00:00,0,0,0,0
2022-09-29 12:00:00,0,0,0,0
2022-09-29 18:00:00,0,0,0,0
2022-09-30 00:00:00,73872,73860,1871,94605
2022-09-30 06:00:00,0,0,0,0
2022-09-30 12:00:00,0,0,0,0
2022-09-30 18:00:00,0,0,0,0
2022-10-01 00:00:00,66730,66651,1876,85183
2022-10-01 06:00:00,0,0,0,0
2022-10-01 12:00:00,0,0,0,0
2022-10-01 18:00:00,0,0,0,0
2022-10-02 00:00:00,63742,63993,1781,85431
2022-10-02 06:00:00,0,0,0,0
2022-10-02 12:00:00,0,0,0,0
2022-10-02 18:00:00,0,0,0,0
2022-10-03 00:00:00,73349,73163,1901,92199
2022-10-03 06:00:00,0,0,0,0
2022-10-03 12:00:00,0,0,0,0
2022-10-03 18:00:00,0,0,0,0
2022-10-04 00:00:00,78719,78596,1944,96551
2022-10-04 06:00:00,0,0,0,0
2022-10-04 12:00:00,0,0,0,0
2022-10-04 18:00:00,0,0,0,0
2022-10-05 00:00:00,73127,73268,1903,92033
2022-10-05 06:00:00,0,0,0,0
2022-10-05 12:00:00,0,0,0,0
2022-10-05 18:00:00,0,0,0,0
2022-10-06 00:00:00,70563,70480,1888,89752
2022-10-06 06:00:00,0,0,0,0
2022-10-06 12:00:00,0,0,0,0
2022-10-06 18:00:00,0,0,0,0
2022-10-07 00:00:00,73590,72842,1999,88132
2022-10-07 06:00:00,0,0,0,0
2022-10-07 12:00:00,0,0,0,0
2022-10-07 18:00:00,0,0,0,0
2022-10-08 00:00:00,62414,62950,1810,82555
2022-10-08 06:00:00,0,0,0,0
2022-10-08 12:00:00,0,0,0,0
2022-10-08 18:00:00,0,0,0,0
2022-10-09 00:00:00,58862,59071,1818,77566
2022-10-09 06:00:00,0,0,0,0
2022-10-09 12:00:00,0,0,0,0
2022-10-09 18:00:00,0,0,0,0
2022-10-10 00:00:00,63499,63693,1877,81275
2022-10-10 06:00:00,0,0,0,0
2022-10-10 12:00:00,0,0,0,0
2022-10-10 18:00:00,0,0,0,0
2022-10-11 00:00:00,69243,69930,1923,86128
2022-10-11 06:00:00,0,0,0,0
2022-10-11 12:00:00,0,0,0,0
2022-10-11 18:00:00,0,0,0,0
2022-10-12 00:00:00,68429,68451,1903,86123
2022-10-12 06:00:00,0,0,0,0
2022-10-12 12:00:00,0,0,0,0
2022-10-12 18:00:00,0,0,0,0
2022-10-13 00:00:00,71099,70669,1958,86900
2022-10-13 06:00:00,0,0,0,0
2022-10-13 12:00:00,0,0,0,0
2022-10-13 18:00:00,0,0,0,0
2022-10-14 00:00:00,70227,70262,1909,88168
2022-10-14 06:00:00,0,0,0,0
2022-10-14 12:00:00,0,0,0,0
2022-10-14 18:00:00,0,0,0,0
2022-10-15 00:00:00,62500,62554,1808,82694
2022-10-15 06:00:00,0,0,0,0
2022-10-15 12:00:00,0,0,0,0
2022-10-15 18:00:00,0,0,0,0
2022-10-16 00:00:00,59668,59695,1783,80107
2022-10-16 06:00:00,0,0,0,0
2022-10-16 12:00:00,0,0,0,0
2022-10-16 18:00:00,0,0,0,0
2022-10-17 00:00:00,69113,69095,1838,89748
2022-10-17 06:00:00,0,0,0,0
2022-10-17 12:00:00,0,0,0,0
2022-10-17 18:00:00,0,0,0,0
2022-10-18 00:00:00,69825,69782,1887,88770
2022-10-18 06:00:00,0,0,0,0
2022-10-18 12:00:00,0,0,0,0
2022-10-18 18:00:00,0,0,0,0
2022-10-19 00:00:00,69374,69318,1855,89614
2022-10-19 06:00:00,0,0,0,0
2022-10-19 12:00:00,0,0,0,0
2022-10-19 18:00:00,0,0,0,0
2022-10-20 00:00:00,69307,69112,1847,89679
2022-10-20 06:00:00,0,0,0,0
2022-10-20 12:00:00,0,0,0,0
2022-10-20 18:00:00,0,0,0,0
2022-10-21 00:00:00,69151,69154,1881,87929
2022-10-21 06:00:00,0,0,0,0
2022-10-21 12:00:00,0,0,0,0
2022-10-21 18:00:00,0,0,0,0
2022-10-22 00:00:00,61502,61512,1794,82193
2022-10-22 06:00:00,0,0,0,0
2022-10-22 12:00:00,0,0,0,0
2022-10-22 18:00:00,0,0,0,0
2022-10-23 00:00:00,59235,59204,1779,79850
2022-10-23 06:00:00,0,0,0,0
2022-10-23 12:00:00,0,0,0,0
2022-10-23 18:00:00,0,0,0,0
2022-10-24 00:00:00,69322,69164,1857,89040
2022-10-24 06:00:00,0,0,0,0
2022-10-24 12:00:00,0,0,0,0
2022-10-24 18:00:00,0,0,0,0
2022-10-25 00:00:00,74137,73651,1942,91183
2022-10-25 06:00:00,0,0,0,0
2022-10-25 12:00:00,0,0,0,0
2022-10-25 18:00:00,0,0,0,0
2022-10-26 00:00:00,71432,71502,1910,89354
2022-10-26 06:00:00,0,0,0,0
2022-10-26 12:00:00,0,0,0,0
2022-10-26 18:00:00,0,0,0,0
2022-10-27 00:00:00,72360,72234,1902,90847
2022-10-27 06:00:00,0,0,0,0
2022-10-27 12:00:00,0,0,0,0
2022-10-27 18:00:00,0,0,0,0
2022-10-28 00:00:00,71286,71248,1916,88760
2022-10-28 06:00:00,0,0,0,0
2022-10-28 12:00:00,0,0,0,0
2022-10-28 18:00:00,0,0,0,0
2022-10-29 00:00:00,62937,62608,1815,82802
2022-10-29 06:00:00,0,0,0,0
2022-10-29 12:00:00,0,0,0,0
2022-10-29 18:00:00,0,0,0,0
2022-10-30 00:00:00,60872,60645,1842,79018
2022-10-30 06:00:00,0,0,0,0
2022-10-30 12:00:00,0,0,0,0
2022-10-30 18:00:00,0,0,0,0
2022-10-31 00:00:00,69076,69035,1857,88691
2022-10-31 06:00:00,0,0,0,0
2022-10-31 12:00:00,0,0,0,0
2022-10-31 18:00:00,0,0,0,0
2022-11-01 00:00:00,72240,72178,2011,85628
2022-11-01 06:00:00,0,0,0,0
2022-11-01 12:00:00,0,0,0,0
2022-11-01 18:00:00,0,0,0,0
2022-11-02 00:00:00,69831,69847,1893,87975
2022-11-02 06:00:00,0,0,0,0
2022-11-02 12:00:00,0,0,0,0
2022-11-02 18:00:00,0,0,0,0
2022-11-03 00:00:00,65321,65697,1896,82431
2022-11-03 06:00:00,0,0,0,0
2022-11-03 12:00:00,0,0,0,0
2022-11-03 18:00:00,0,0,0,0
2022-11-04 00:00:00,68528,68638,1919,85435
2022-11-04 06:00:00,0,0,0,0
2022-11-04 12:00:00,0,0,0,0
2022-11-04 18:00:00,0,0,0,0
2022-11-05 00:00:00,62859,62719,1866,80462
2022-11-05 06:00:00,0,0,0,0
2022-11-05 12:00:00,0,0,0,0
2022-11-05 18:00:00,0,0,0,0
2022-11-06 00:00:00,61092,61040,1833,79627
2022-11-06 06:00:00,0,0,0,0
2022-11-06 12:00:00,0,0,0,0
2022-11-06 18:00:00,0,0,0,0
2022-11-07 00:00:00,70853,70622,1967,85946
2022-11-07 06:00:00,0,0,0,0
2022-11-07 12:00:00,0,0,0,0
2022-11-07 18:00:00,0,0,0,0
2022-11-08 00:00:00,70992,70824,1950,87041
2022-11-08 06:00:00,0,0,0,0
2022-11-08 12:00:00,0,0,0,0
2022-11-08 18:00:00,0,0,0,0
2022-11-09 00:00:00,71547,71428,1957,87470
2022-11-09 06:00:00,0,0,0,0
2022-11-09 12:00:00,0,0,0,0
2022-11-09 18:00:00,0,0,0,0
2022-11-10 00:00:00,71339,71252,1923,88576
2022-11-10 06:00:00,0,0,0,0
2022-11-10 12:00:00,0,0,0,0
2022-11-10 18:00:00,0,0,0,0
2022-11-11 00:00:00,70655,70657,1900,88910
2022-11-11 06:00:00,0,0,0,0
2022-11-11 12:00:00,0,0,0,0
2022-11-11 18:00:00,0,0,0,0
2022-11-12 00:00:00,62844,62490,1753,85650
2022-11-12 06:00:00,0,0,0,0
2022-11-12 12:00:00,0,0,0,0
2022-11-12 18:00:00,0,0,0,0
2022-11-13 00:00:00,60744,60618,1776,81799
2022-11-13 06:00:00,0,0,0,0
2022-11-13 12:00:00,0,0,0,0
2022-11-13 18:00:00,0,0,0,0
2022-11-14 00:00:00,69040,68924,1861,88623
2022-11-14 06:00:00,0,0,0,0
2022-11-14 12:00:00,0,0,0,0
2022-11-14 18:00:00,0,0,0,0
2022-11-15 00:00:00,74359,74488,1915,92728
2022-11-15 06:00:00,0,0,0,0
2022-11-15 12:00:00,0,0,0,0
2022-11-15 18:00:00,0,0,0,0
2022-11-16 00:00:00,73055,72937,1848,94282
2022-11-16 06:00:00,0,0,0,0
2022-11-16 12:00:00,0,0,0,0
2022-11-16 18:00:00,0,0,0,0
2022-11-17 00:00:00,74480,74323,1896,93954
2022-11-17 06:00:00,0,0,0,0
2022-11-17 12:00:00,0,0,0,0
2022-11-17 18:00:00,0,0,0,0
2022-11-18 00:00:00,73071,73320,1908,91544
2022-11-18 06:00:00,0,0,0,0
2022-11-18 12:00:00,0,0,0,0
2022-11-18 18:00:00,0,0,0,0
2022-11-19 00:00:00,65319,65163,1850,84326
2022-11-19 06:00:00,0,0,0,0
2022-11-19 12:00:00,0,0,0,0
2022-11-19 18:00:00,0,0,0,0
2022-11-20 00:00:00,65780,65820,1878,83667
2022-11-20 06:00:00,0,0,0,0
2022-11-20 12:00:00,0,0,0,0
2022-11-20 18:00:00,0,0,0,0
2022-11-21 00:00:00,73461,73680,1837,95692
2022-11-21 06:00:00,0,0,0,0
2022-11-21 12:00:00,0,0,0,0
2022-11-21 18:00:00,0,0,0,0
2022-11-22 00:00:00,72613,72704,1814,95810
2022-11-22 06:00:00,0,0,0,0
2022-11-22 12:00:00,0,0,0,0
2022-11-22 18:00:00,0,0,0,0
2022-11-23 00:00:00,73321,73428,1910,92034
2022-11-23 06:00:00,0,0,0,0
2022-11-23 12:00:00,0,0,0,0
2022-11-23 18:00:00,0,0,0,0
2022-11-24 00:00:00,72826,72953,1813,96082
2022-11-24 06:00:00,0,0,0,0
2022-11-24 12:00:00,0,0,0,0
2022-11-24 18:00:00,0,0,0,0
2022-11-25 00:00:00,71767,71822,1845,93196
2022-11-25 06:00:00,0,0,0,0
2022-11-25 12:00:00,0,0,0,0
2022-11-25 18:00:00,0,0,0,0
2022-11-26 00:00:00,68174,67808,1848,88590
2022-11-26 06:00:00,0,0,0,0
2022-11-26 12:00:00,0,0,0,0
2022-11-26 18:00:00,0,0,0,0
2022-11-27 00:00:00,62829,62979,1709,87856
2022-11-27 06:00:00,0,0,0,0
2022-11-27 12:00:00,0,0,0,0
2022-11-27 18:00:00,0,0,0,0
2022-11-28 00:00:00,75500,75499,1861,96934
2022-11-28 06:00:00,0,0,0,0
2022-11-28 12:00:00,0,0,0,0
2022-11-28 18:00:00,0,0,0,0
2022-11-29 00:00:00,73947,73767,1856,95396
2022-11-29 06:00:00,0,0,0,0
2022-11-29 12:00:00,0,0,0,0
2022-11-29 18:00:00,0,0,0,0
2022-11-30 00:00:00,71276,71369,1770,96580
2022-11-30 06:00:00,0,0,0,0
2022-11-30 12:00:00,0,0,0,0
2022-11-30 18:00:00,0,0,0,0
2022-12-01 00:00:00,78346,78082,1928,97372
2022-12-01 06:00:00,0,0,0,0
2022-12-01 12:00:00,0,0,0,0
2022-12-01 18:00:00,0,0,0,0
2022-12-02 00:00:00,79588,79439,1881,101354
2022-12-02 06:00:00,0,0,0,0
2022-12-02 12:00:00,0,0,0,0
2022-12-02 18:00:00,0,0,0,0
2022-12-03 00:00:00,73458,73536,1817,96767
2022-12-03 06:00:00,0,0,0,0
2022-12-03 12:00:00,0,0,0,0
2022-12-03 18:00:00,0,0,0,0
2022-12-04 00:00:00,69004,69162,1771,93338
2022-12-04 06:00:00,0,0,0,0
2022-12-04 12:00:00,0,0,0,0
2022-12-04 18:00:00,0,0,0,0
2022-12-05 00:00:00,84856,84203,1959,103294
2022-12-05 06:00:00,0,0,0,0
2022-12-05 12:00:00,0,0,0,0
2022-12-05 18:00:00,0,0,0,0
2022-12-06 00:00:00,88527,87969,2006,105302
2022-12-06 06:00:00,0,0,0,0
2022-12-06 12:00:00,0,0,0,0
2022-12-06 18:00:00,0,0,0,0
2022-12-07 00:00:00,84021,83806,1942,103332
2022-12-07 06:00:00,0,0,0,0
2022-12-07 12:00:00,0,0,0,0
2022-12-07 18:00:00,0,0,0,0
2022-12-08 00:00:00,83167,83088,1911,103988
2022-12-08 06:00:00,0,0,0,0
2022-12-08 12:00:00,0,0,0,0
2022-12-08 18:00:00,0,0,0,0
2022-12-09 00:00:00,83126,82990,1931,103003
2022-12-09 06:00:00,0,0,0,0
2022-12-09 12:00:00,0,0,0,0
2022-12-09 18:00:00,0,0,0,0
2022-12-10 00:00:00,72460,72547,1790,96838
2022-12-10 06:00:00,0,0,0,0
2022-12-10 12:00:00,0,0,0,0
2022-12-10 18:00:00,0,0,0,0
2022-12-11 00:00:00,70454,70252,1827,92471
2022-12-11 06:00:00,0,0,0,0
2022-12-11 12:00:00,0,0,0,0
2022-12-11 18:00:00,0,0,0,0
2022-12-12 00:00:00,81814,81782,1873,104282
2022-12-12 06:00:00,0,0,0,0
2022-12-12 12:00:00,0,0,0,0
2022-12-12 18:00:00,0,0,0,0
2022-12-13 00:00:00,87123,87351,1901,109460
2022-12-13 06:00:00,0,0,0,0
2022-12-13 12:00:00,0,0,0,0
2022-12-13 18:00:00,0,0,0,0
2022-12-14 00:00:00,84713,84253,1942,104433
2022-12-14 06:00:00,0,0,0,0
2022-12-14 12:00:00,0,0,0,0
2022-12-14 18:00:00,0,0,0,0
2022-12-15 00:00:00,86750,86623,1956,106086
2022-12-15 06:00:00,0,0,0,0
2022-12-15 12:00:00,0,0,0,0
2022-12-15 18:00:00,0,0,0,0
2022-12-16 00:00:00,85658,85427,1949,105215
2022-12-16 06:00:00,0,0,0,0
2022-12-16 12:00:00,0,0,0,0
2022-12-16 18:00:00,0,0,0,0
2022-12-17 00:00:00,81193,80735,1921,101166
2022-12-17 06:00:00,0,0,0,0
2022-12-17 12:00:00,0,0,0,0
2022-12-17 18:00:00,0,0,0,0
2022-12-18 00:00:00,76225,76156,1825,99858
2022-12-18 06:00:00,0,0,0,0
2022-12-18 12:00:00,0,0,0,0
2022-12-18 18:00:00,0,0,0,0
2022-12-19 00:00:00,90957,90528,1975,110132
2022-12-19 06:00:00,0,0,0,0
2022-12-19 12:00:00,0,0,0,0
2022-12-19 18:00:00,0,0,0,0
2022-12-20 00:00:00,92099,91860,1975,111273
2022-12-20 06:00:00,0,0,0,0
2022-12-20 12:00:00,0,0,0,0
2022-12-20 18:00:00,0,0,0,0
2022-12-21 00:00:00,91812,92084,1940,113084
2022-12-21 06:00:00,0,0,0,0
2022-12-21 12:00:00,0,0,0,0
2022-12-21 18:00:00,0,0,0,0
2022-12-22 00:00:00,90636,90322,1924,112142
2022-12-22 06:00:00,0,0,0,0
2022-12-22 12:00:00,0,0,0,0
2022-12-22 18:00:00,0,0,0,0
2022-12-23 00:00:00,92008,91899,2015,109120
2022-12-23 06:00:00,0,0,0,0
2022-12-23 12:00:00,0,0,0,0
2022-12-23 18:00:00,0,0,0,0
2022-12-24 00:00:00,83203,82681,1886,105779
2022-12-24 06:00:00,0,0,0,0
2022-12-24 12:00:00,0,0,0,0
2022-12-24 18:00:00,0,0,0,0
2022-12-25 00:00:00,76930,76841,1858,99527
2022-12-25 06:00:00,0,0,0,0
2022-12-25 12:00:00,0,0,0,0
2022-12-25 18:00:00,0,0,0,0
2022-12-26 00:00:00,87803,88356,1922,109517
2022-12-26 06:00:00,0,0,0,0
2022-12-26 12:00:00,0,0,0,0
2022-12-26 18:00:00,0,0,0,0
2022-12-27 00:00:00,86442,87605,1932,107540
2022-12-27 06:00:00,0,0,0,0
2022-12-27 12:00:00,0,0,0,0
2022-12-27 18:00:00,0,0,0,0
2022-12-28 00:00:00,82164,84506,1873,105483
2022-12-28 06:00:00,0,0,0,0
2022-12-28 12:00:00,0,0,0,0
2022-12-28 18:00:00,0,0,0,0
2022-12-29 00:00:00,72810,73264,1818,96442
2022-12-29 06:00:00,0,0,0,0
2022-12-29 12:00:00,0,0,0,0
2022-12-29 18:00:00,0,0,0,0
2022-12-30 00:00:00,70607,70404,1805,93959
2022-12-30 06:00:00,0,0,0,0
2022-12-30 12:00:00,0,0,0,0
2022-12-30 18:00:00,0,0,0,0
2022-12-31 00:00:00,70627,69918,1871,90961
2022-12-31 06:00:00,0,0,0,0
2022-12-31 12:00:00,0,0,0,0
2022-12-31 18:00:00,0,0,0,0
2023-01-01 00:00:00,64985,65007,1698,91703
2023-01-01 06:00:00,0,0,0,0
2023-01-01 12:00:00,0,0,0,0
2023-01-01 18:00:00,0,0,0,0
2023-01-02 00:00:00,67089,66990,1797,90023
2023-01-02 06:00:00,0,0,0,0
2023-01-02 12:00:00,0,0,0,0
2023-01-02 18:00:00,0,0,0,0
2023-01-03 00:00:00,69317,69469,1785,93236
2023-01-03 06:00:00,0,0,0,0
2023-01-03 12:00:00,0,0,0,0
2023-01-03 18:00:00,0,0,0,0
2023-01-04 00:00:00,77031,76516,1872,99108
2023-01-04 06:00:00,0,0,0,0
2023-01-04 12:00:00,0,0,0,0
2023-01-04 18:00:00,0,0,0,0
2023-01-05 00:00:00,85477,86455,1915,106711
2023-01-05 06:00:00,0,0,0,0
2023-01-05 12:00:00,0,0,0,0
2023-01-05 18:00:00,0,0,0,0
2023-01-06 00:00:00,89848,89937,1953,110406
2023-01-06 06:00:00,0,0,0,0
2023-01-06 12:00:00,0,0,0,0
2023-01-06 18:00:00,0,0,0,0
2023-01-07 00:00:00,80350,80816,1857,103896
2023-01-07 06:00:00,0,0,0,0
2023-01-07 12:00:00,0,0,0,0
2023-01-07 18:00:00,0,0,0,0
2023-01-08 00:00:00,75931,76307,1790,101834
2023-01-08 06:00:00,0,0,0,0
2023-01-08 12:00:00,0,0,0,0
2023-01-08 18:00:00,0,0,0,0
2023-01-09 00:00:00,77127,76943,1810,102316
2023-01-09 06:00:00,0,0,0,0
2023-01-09 12:00:00,0,0,0,0
2023-01-09 18:00:00,0,0,0,0
2023-01-10 00:00:00,89391,88170,1964,108959
2023-01-10 06:00:00,0,0,0,0
2023-01-10 12:00:00,0,0,0,0
2023-01-10 18:00:00,0,0,0,0
2023-01-11 00:00:00,91905,91362,1944,113495
2023-01-11 06:00:00,0,0,0,0
2023-01-11 12:00:00,0,0,0,0
2023-01-11 18:00:00,0,0,0,0
2023-01-12 00:00:00,90846,90311,1920,113425
2023-01-12 06:00:00,0,0,0,0
2023-01-12 12:00:00,0,0,0,0
2023-01-12 18:00:00,0,0,0,0
2023-01-13 00:00:00,87935,87210,1906,110512
2023-01-13 06:00:00,0,0,0,0
2023-01-13 12:00:00,0,0,0,0
2023-01-13 18:00:00,0,0,0,0
2023-01-14 00:00:00,77319,76896,1861,99867
2023-01-14 06:00:00,0,0,0,0
2023-01-14 12:00:00,0,0,0,0
2023-01-14 18:00:00,0,0,0,0
2023-01-15 00:00:00,73337,72973,1816,97068
2023-01-15 06:00:00,0,0,0,0
2023-01-15 12:00:00,0,0,0,0
2023-01-15 18:00:00,0,0,0,0
2023-01-16 00:00:00,89688,89019,1921,111728
2023-01-16 06:00:00,0,0,0,0
2023-01-16 12:00:00,0,0,0,0
2023-01-16 18:00:00,0,0,0,0
2023-01-17 00:00:00,94199,93057,1904,118543
2023-01-17 06:00:00,0,0,0,0
2023-01-17 12:00:00,0,0,0,0
2023-01-17 18:00:00,0,0,0,0
2023-01-18 00:00:00,89382,89563,1900,112834
2023-01-18 06:00:00,0,0,0,0
2023-01-18 12:00:00,0,0,0,0
2023-01-18 18:00:00,0,0,0,0
2023-01-19 00:00:00,90397,90382,1934,112228
2023-01-19 06:00:00,0,0,0,0
2023-01-19 12:00:00,0,0,0,0
2023-01-19 18:00:00,0,0,0,0
2023-01-20 00:00:00,85859,86045,1841,111809
2023-01-20 06:00:00,0,0,0,0
2023-01-20 12:00:00,0,0,0,0
2023-01-20 18:00:00,0,0,0,0
2023-01-21 00:00:00,81481,81213,1871,104577
2023-01-21 06:00:00,0,0,0,0
2023-01-21 12:00:00,0,0,0,0
2023-01-21 18:00:00,0,0,0,0
2023-01-22 00:00:00,80565,80551,1842,104942
2023-01-22 06:00:00,0,0,0,0
2023-01-22 12:00:00,0,0,0,0
2023-01-22 18:00:00,0,0,0,0
2023-01-23 00:00:00,95013,94831,1942,116935
2023-01-23 06:00:00,0,0,0,0
2023-01-23 12:00:00,0,0,0,0
2023-01-23 18:00:00,0,0,0,0
2023-01-24 00:00:00,95784,95236,1927,118369
2023-01-24 06:00:00,0,0,0,0
2023-01-24 12:00:00,0,0,0,0
2023-01-24 18:00:00,0,0,0,0
2023-01-25 00:00:00,107041,105373,2063,123795
2023-01-25 06:00:00,0,0,0,0
2023-01-25 12:00:00,0,0,0,0
2023-01-25 18:00:00,0,0,0,0
2023-01-26 00:00:00,101203,101044,1942,124776
2023-01-26 06:00:00,0,0,0,0
2023-01-26 12:00:00,0,0,0,0
2023-01-26 18:00:00,0,0,0,0
2023-01-27 00:00:00,99760,100958,1981,120370
2023-01-27 06:00:00,0,0,0,0
2023-01-27 12:00:00,0,0,0,0
2023-01-27 18:00:00,0,0,0,0
2023-01-28 00:00:00,88104,88031,1922,109872
2023-01-28 06:00:00,0,0,0,0
2023-01-28 12:00:00,0,0,0,0
2023-01-28 18:00:00,0,0,0,0
2023-01-29 00:00:00,84061,83731,1892,106552
2023-01-29 06:00:00,0,0,0,0
2023-01-29 12:00:00,0,0,0,0
2023-01-29 18:00:00,0,0,0,0
2023-01-30 00:00:00,94955,94687,1990,114539
2023-01-30 06:00:00,0,0,0,0
2023-01-30 12:00:00,0,0,0,0
2023-01-30 18:00:00,0,0,0,0
2023-01-31 00:00:00,95523,96116,1975,115912
2023-01-31 06:00:00,0,0,0,0
2023-01-31 12:00:00,0,0,0,0
2023-01-31 18:00:00,0,0,0,0
2023-02-01 00:00:00,92329,92189,1926,115010
2023-02-01 06:00:00,0,0,0,0
2023-02-01 12:00:00,0,0,0,0
2023-02-01 18:00:00,0,0,0,0
2023-02-02 00:00:00,92422,92411,1982,111848
2023-02-02 06:00:00,0,0,0,0
2023-02-02 12:00:00,0,0,0,0
2023-02-02 18:00:00,0,0,0,0
2023-02-03 00:00:00,94529,95112,1972,114624
2023-02-03 06:00:00,0,0,0,0
2023-02-03 12:00:00,0,0,0,0
2023-02-03 18:00:00,0,0,0,0
2023-02-04 00:00:00,80350,81213,1825,105608
2023-02-04 06:00:00,0,0,0,0
2023-02-04 12:00:00,0,0,0,0
2023-02-04 18:00:00,0,0,0,0
2023-02-05 00:00:00,75177,76140,1779,101410
2023-02-05 06:00:00,0,0,0,0
2023-02-05 12:00:00,0,0,0,0
2023-02-05 18:00:00,0,0,0,0
2023-02-06 00:00:00,85202,85771,1885,108682
2023-02-06 06:00:00,0,0,0,0
2023-02-06 12:00:00,0,0,0,0
2023-02-06 18:00:00,0,0,0,0
2023-02-07 00:00:00,83634,84279,1867,107597
2023-02-07 06:00:00,0,0,0,0
2023-02-07 12:00:00,0,0,0,0
2023-02-07 18:00:00,0,0,0,0
2023-02-08 00:00:00,83934,83841,1908,105564
2023-02-08 06:00:00,0,0,0,0
2023-02-08 12:00:00,0,0,0,0
2023-02-08 18:00:00,0,0,0,0
2023-02-09 00:00:00,88715,88332,1924,110468
2023-02-09 06:00:00,0,0,0,0
2023-02-09 12:00:00,0,0,0,0
2023-02-09 18:00:00,0,0,0,0
2023-02-10 00:00:00,102154,101183,2012,121113
2023-02-10 06:00:00,0,0,0,0
